"","legislator_id","legislator_status","legislator_name","legislator_cham_name","legislator_photo_url","legislator_gender","legislator_state","legislator_party","legislator_cabinet","legislator_building_address","legislator_telephone_number","legislator_email","legislator_comissions"
"121","160651","Titular","ROGÉRIO MENDONÇA","ROGÉRIO PENINHA MENDONÇA","http://www.camara.gov.br/internet/deputado/bandep/160651.jpg","masculino","SC","MDB","656","4","3215-5656","dep.rogeriopeninhamendonca@camara.leg.br",""
"122","160601","Titular","MARCO ANTÔNIO FELICIANO","PR. MARCO FELICIANO","http://www.camara.gov.br/internet/deputado/bandep/160601.jpg","masculino","SP","PODE","254","4","3215-5254","dep.pr.marcofeliciano@camara.leg.br",""
"123","160976","Titular","FRANCISCO EVERARDO OLIVEIRA SILVA","TIRIRICA","http://www.camara.gov.br/internet/deputado/bandep/160976.jpg","masculino","SP","PR","343","4","3215-5343","dep.tiririca@camara.leg.br",""
"124","160558","Titular","PAULO ROBERTO FREIRE DA COSTA","PAULO FREIRE COSTA","http://www.camara.gov.br/internet/deputado/bandep/160558.jpg","masculino","SP","PR","416","4","3215-5416","dep.paulofreirecosta@camara.leg.br",""
"125","160545","Titular","ALEXANDRE LEITE DA SILVA","ALEXANDRE LEITE","http://www.camara.gov.br/internet/deputado/bandep/160545.jpg","masculino","SP","DEM","841","4","3215-5841","dep.alexandreleite@camara.leg.br",""
"126","160532","Titular","ADRIANO ELI CORRÊA","ELI CORRÊA FILHO","http://www.camara.gov.br/internet/deputado/bandep/160532.jpg","masculino","SP","DEM","850","4","3215-5850","dep.elicorreafilho@camara.leg.br",""
"127","160667","Titular","GUILHERME MUSSI FERREIRA","GUILHERME MUSSI","http://www.camara.gov.br/internet/deputado/bandep/160667.jpg","masculino","SP","PP","712","4","3215-5712","dep.guilhermemussi@camara.leg.br",""
"128","160653","Titular","ROBERTO ALVES DE LUCENA","ROBERTO DE LUCENA","http://www.camara.gov.br/internet/deputado/bandep/160653.jpg","masculino","SP","PODE","235","4","3215-5235","dep.robertodelucena@camara.leg.br",""
"129","160655","Titular","RICARDO IZAR JUNIOR","RICARDO IZAR","http://www.camara.gov.br/internet/deputado/bandep/160655.jpg","masculino","SP","PP","634","4","3215-5634","dep.ricardoizar@camara.leg.br",""
"130","160589","Titular","BRUNA DIAS FURLAN","BRUNA FURLAN","http://www.camara.gov.br/internet/deputado/bandep/160589.jpg","feminino","SP","PSDB","836","4","3215-5836","dep.brunafurlan@camara.leg.br",""
"131","160639","Titular","MARIA AUXILIADORA SEABRA REZENDE","PROFESSORA DORINHA SEABRA REZENDE","http://www.camara.gov.br/internet/deputado/bandep/160639.jpg","feminino","TO","DEM","432","4","3215-5432","dep.professoradorinhaseabrarezende@camara.leg.br",""
"132","162332","Titular","LUIZ HILOSHI NISHIMORI","LUIZ NISHIMORI","http://www.camara.gov.br/internet/deputado/bandep/162332.jpg","masculino","PR","PR","907","4","3215-5907","dep.luiznishimori@camara.leg.br",""
"133","75431","Titular","MAURÍCIO ALEXANDRE DZIEDRICKI","MAURÍCIO DZIEDRICKI","http://www.camara.gov.br/internet/deputado/bandep/75431.jpg","masculino","RS","PTB","576","3","3215-5576","dep.mauriciodziedricki@camara.leg.br",""
"134","92776","Titular","STEFANO AGUIAR DOS SANTOS","STEFANO AGUIAR","http://www.camara.gov.br/internet/deputado/bandep/92776.jpg","masculino","MG","PSD","341","4","3215-5341","dep.stefanoaguiar@camara.leg.br",""
"135","164359","Titular","WALDIR SOARES DE OLIVEIRA","DELEGADO WALDIR","http://www.camara.gov.br/internet/deputado/bandep/164359.jpg","masculino","GO","PSL","645","4","3215-5645","dep.delegadowaldir@camara.leg.br",""
"136","164360","Titular","CARMEN EMÍLIA BONFÁ ZANOTTO","CARMEN ZANOTTO","http://www.camara.gov.br/internet/deputado/bandep/164360.jpg","feminino","SC","PPS","418","4","3215-5418","dep.carmenzanotto@camara.leg.br",""
"137","166402","Titular","MAGDA MOFATTO HON","MAGDA MOFATTO","http://www.camara.gov.br/internet/deputado/bandep/166402.jpg","feminino","GO","PR","934","4","3215-5934","dep.magdamofatto@camara.leg.br",""
"138","171617","Titular","PAULO FERNANDO DOS SANTOS","PAULÃO","http://www.camara.gov.br/internet/deputado/bandep/171617.jpg","masculino","AL","PT","366","3","3215-5366","dep.paulao@camara.leg.br",""
"139","171619","Titular","MARIA MARGARIDA MARTINS SALOMÃO","MARGARIDA SALOMÃO","http://www.camara.gov.br/internet/deputado/bandep/171619.jpg","feminino","MG","PT","236","4","3215-5236","dep.margaridasalomao@camara.leg.br",""
"140","171623","Titular","FABIO DE ALMEIDA REIS","FABIO REIS","http://www.camara.gov.br/internet/deputado/bandep/171623.jpg","masculino","SE","MDB","410","4","3215-5410","dep.fabioreis@camara.leg.br",""
"141","177282","Titular","LUIZ GONZAGA RIBEIRO","SUBTENENTE GONZAGA","http://www.camara.gov.br/internet/deputado/bandep/177282.jpg","masculino","MG","PDT","750","4","3215-5750","dep.subtenentegonzaga@camara.leg.br",""
"142","204422","Titular","OSSESIO JOSE DA SILVA","OSSESIO SILVA","http://www.camara.gov.br/internet/deputado/bandep/204422.jpg","masculino","PE","PRB","328","4","3215-5328","dep.ossesiosilva@camara.leg.br",""
"143","204480","Titular","ROGÉRIO CORREIA DE MOURA BAPTISTA","ROGÉRIO CORREIA","http://www.camara.gov.br/internet/deputado/bandep/204480.jpg","masculino","MG","PT","614","4","3215-5614","dep.rogeriocorreia@camara.leg.br",""
"144","178829","Titular","JOSE AUGUSTO ROSA","CAPITÃO AUGUSTO","http://www.camara.gov.br/internet/deputado/bandep/178829.jpg","masculino","SP","PR","358","4","3215-5358","dep.capitaoaugusto@camara.leg.br",""
"145","178831","Titular","ANDRE DOS SANTOS ABDON","ANDRÉ ABDON","http://www.camara.gov.br/internet/deputado/bandep/178831.jpg","masculino","AP","PP","831","4","3215-5831","dep.andreabdon@camara.leg.br",""
"146","204385","Titular","JOSE VALDEVAM DE JESUS SANTOS","VALDEVAN NOVENTA","http://www.camara.gov.br/internet/deputado/bandep/204385.jpg","masculino","SE","PSC","637","4","3215-5637","dep.valdevannoventa@camara.leg.br",""
"147","178832","Titular","LEANDRE DAL PONTE","LEANDRE","http://www.camara.gov.br/internet/deputado/bandep/178832.jpg","feminino","PR","PV","454","4","3215-5454","dep.leandre@camara.leg.br",""
"148","178833","Titular","ALEXANDRE AUGUSTUS SERFIOTIS","ALEXANDRE SERFIOTIS","http://www.camara.gov.br/internet/deputado/bandep/178833.jpg","masculino","RJ","PSD","554","4","3215-5554","dep.alexandreserfiotis@camara.leg.br",""
"149","204433","Titular","MARCELO CALERO FARIA GARCIA","MARCELO CALERO","http://www.camara.gov.br/internet/deputado/bandep/204433.jpg","masculino","RJ","PPS","939","4","3215-5939","dep.marcelocalero@camara.leg.br",""
"150","178835","Titular","AFONSO ANTUNES DA MOTTA","AFONSO MOTTA","http://www.camara.gov.br/internet/deputado/bandep/178835.jpg","masculino","RS","PDT","528","4","3215-5528","dep.afonsomotta@camara.leg.br",""
"151","74646","Titular","Aécio Neves da Cunha","AÉCIO NEVES","http://www.camara.gov.br/internet/deputado/bandep/74646.jpg","masculino","MG","PSDB","20","1","3215-5964","dep.aecioneves@camara.leg.br",""
"152","133968","Titular","Paulo Sérgio Ramos Barboza","PAULO RAMOS","http://www.camara.gov.br/internet/deputado/bandep/133968.jpg","masculino","RJ","PDT","804","4","3215-5804","dep.pauloramos@camara.leg.br",""
"153","74478","Titular","Luciano Caldas Bivar","LUCIANO BIVAR","http://www.camara.gov.br/internet/deputado/bandep/74478.jpg","masculino","PE","PSL","215","4","3215-5215","dep.lucianobivar@camara.leg.br",""
"154","73604","Titular","Rui Goethe da Costa Falcão","RUI FALCÃO","http://www.camara.gov.br/internet/deputado/bandep/73604.jpg","masculino","SP","PT","819","4","3215-5819","dep.ruifalcao@camara.leg.br",""
"155","178836","Titular","ALAN RICK MIRANDA","ALAN RICK","http://www.camara.gov.br/internet/deputado/bandep/178836.jpg","masculino","AC","DEM","650","4","3215-5650","dep.alanrick@camara.leg.br",""
"156","178839","Titular","JESSICA ROJAS SALES","JÉSSICA SALES","http://www.camara.gov.br/internet/deputado/bandep/178839.jpg","feminino","AC","MDB","952","4","3215-5952","dep.jessicasales@camara.leg.br",""
"157","178842","Titular","JOAO HENRIQUE HOLANDA  CALDAS","JHC","http://www.camara.gov.br/internet/deputado/bandep/178842.jpg","masculino","AL","PSB","958","4","3215-5958","dep.jhc@camara.leg.br",""
"158","178843","Titular","MARX BELTRÃO LIMA SIQUEIRA","MARX BELTRÃO","http://www.camara.gov.br/internet/deputado/bandep/178843.jpg","masculino","AL","PSD","722","4","3215-5722","dep.marxbeltrao@camara.leg.br",""
"159","178866","Titular","LUIZIANNE DE OLIVEIRA LINS","LUIZIANNE LINS","http://www.camara.gov.br/internet/deputado/bandep/178866.jpg","feminino","CE","PT","713","4","3215-5713","dep.luiziannelins@camara.leg.br",""
"160","178871","Titular","EVAIR VIEIRA DE MELO","EVAIR VIEIRA DE MELO","http://www.camara.gov.br/internet/deputado/bandep/178871.jpg","masculino","ES","PP","443","4","3215-5443","dep.evairvieirademelo@camara.leg.br",""
"161","178873","Titular","HELDER IGNACIO SALOMAO","HELDER SALOMÃO","http://www.camara.gov.br/internet/deputado/bandep/178873.jpg","masculino","ES","PT","573","3","3215-5573","dep.heldersalomao@camara.leg.br",""
"162","178874","Titular","ANTONIO SERGIO ALVES VIDIGAL","SERGIO VIDIGAL","http://www.camara.gov.br/internet/deputado/bandep/178874.jpg","masculino","ES","PDT","812","4","3215-5812","dep.sergiovidigal@camara.leg.br",""
"163","178876","Titular","CELIO ANTONIO DA SILVEIRA","CÉLIO SILVEIRA","http://www.camara.gov.br/internet/deputado/bandep/178876.jpg","masculino","GO","PSDB","511","4","3215-5511","dep.celiosilveira@camara.leg.br",""
"164","178879","Titular","LUCAS DE CASTRO SANTOS","LUCAS VERGILIO","http://www.camara.gov.br/internet/deputado/bandep/178879.jpg","masculino","GO","SOLIDARIEDADE","816","4","3215-5816","dep.lucasvergilio@camara.leg.br",""
"165","178895","Titular","MISAEL ARTUR FERREIRA VARELLA","MISAEL VARELLA","http://www.camara.gov.br/internet/deputado/bandep/178895.jpg","masculino","MG","PSD","721","4","3215-5721","dep.misaelvarella@camara.leg.br",""
"166","178896","Titular","NEWTON CARDOSO JUNIOR","NEWTON CARDOSO JR","http://www.camara.gov.br/internet/deputado/bandep/178896.jpg","masculino","MG","MDB","932","4","3215-5932","dep.newtoncardosojr@camara.leg.br",""
"167","178908","Titular","EDER MAURO CARDOSO BARRA","DELEGADO ÉDER MAURO","http://www.camara.gov.br/internet/deputado/bandep/178908.jpg","masculino","PA","PSD","586","3","3215-5586","dep.delegadoedermauro@camara.leg.br",""
"168","134812","Titular","EDMILSON BRITO RODRIGUES","EDMILSON RODRIGUES","http://www.camara.gov.br/internet/deputado/bandep/134812.jpg","masculino","PA","PSOL","301","4","3215-5301","dep.edmilsonrodrigues@camara.leg.br",""
"169","178909","Titular","HELIO LEITE DA SILVA","HÉLIO LEITE","http://www.camara.gov.br/internet/deputado/bandep/178909.jpg","masculino","PA","DEM","930","4","3215-5930","dep.helioleite@camara.leg.br",""
"170","178910","Titular","JOAQUIM PASSARINHO PINTO DE SOUZA PORTO","JOAQUIM PASSARINHO","http://www.camara.gov.br/internet/deputado/bandep/178910.jpg","masculino","PA","PSD","334","4","3215-5334","dep.joaquimpassarinho@camara.leg.br",""
"171","178912","Titular","PEDRO OLIVEIRA CUNHA LIMA","PEDRO CUNHA LIMA","http://www.camara.gov.br/internet/deputado/bandep/178912.jpg","masculino","PB","PSDB","810","4","3215-5810","dep.pedrocunhalima@camara.leg.br",""
"172","178916","Titular","DANIEL PIRES COELHO","DANIEL COELHO","http://www.camara.gov.br/internet/deputado/bandep/178916.jpg","masculino","PE","PPS","813","4","3215-5813","dep.danielcoelho@camara.leg.br",""
"173","72442","Titular","FELIPE AUGUSTO LYRA CARRERAS","FELIPE CARRERAS","http://www.camara.gov.br/internet/deputado/bandep/72442.jpg","masculino","PE","PSB","318","4","3215-5318","dep.felipecarreras@camara.leg.br",""
"174","178920","Titular","RICARDO TEOBALDO CAVALCANTI","RICARDO TEOBALDO","http://www.camara.gov.br/internet/deputado/bandep/178920.jpg","masculino","PE","PODE","603","4","3215-5603","dep.ricardoteobaldo@camara.leg.br",""
"175","178921","Titular","SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR","SEBASTIÃO OLIVEIRA","http://www.camara.gov.br/internet/deputado/bandep/178921.jpg","masculino","PE","PR","225","4","3215-5225","dep.sebastiaooliveira@camara.leg.br",""
"176","178922","Titular","FRANCISCO TADEU BARBOSA DE ALENCAR","TADEU ALENCAR","http://www.camara.gov.br/internet/deputado/bandep/178922.jpg","masculino","PE","PSB","820","4","3215-5820","dep.tadeualencar@camara.leg.br",""
"177","178924","Titular","FABIO ABREU COSTA","CAPITÃO FÁBIO ABREU","http://www.camara.gov.br/internet/deputado/bandep/178924.jpg","masculino","PI","PR","202","4","3215-5202","dep.capitaofabioabreu@camara.leg.br",""
"178","178925","Titular","REJANE RIBEIRO SOUSA DIAS","REJANE DIAS","http://www.camara.gov.br/internet/deputado/bandep/178925.jpg","feminino","PI","PT","624","4","3215-5624","dep.rejanedias@camara.leg.br",""
"179","178927","Titular","ALIEL MACHADO BARK","ALIEL MACHADO","http://www.camara.gov.br/internet/deputado/bandep/178927.jpg","masculino","PR","PSB","220","4","3215-5220","dep.alielmachado@camara.leg.br",""
"180","178928","Titular","CHRISTIANE DE SOUZA YARED","CHRISTIANE DE SOUZA YARED","http://www.camara.gov.br/internet/deputado/bandep/178928.jpg","feminino","PR","PR","201","4","3215-5201","dep.christianedesouzayared@camara.leg.br",""
"181","178929","Titular","DIEGO ALEXSANDER GONCALO PAULA GARCIA","DIEGO GARCIA","http://www.camara.gov.br/internet/deputado/bandep/178929.jpg","masculino","PR","PODE","910","4","3215-5910","dep.diegogarcia@camara.leg.br",""
"182","132504","Titular","ENIO JOSÉ VERRI","ENIO VERRI","http://www.camara.gov.br/internet/deputado/bandep/132504.jpg","masculino","PR","PT","627","4","3215-5627","dep.enioverri@camara.leg.br",""
"183","178931","Titular","LUCIANO DUCCI","LUCIANO DUCCI","http://www.camara.gov.br/internet/deputado/bandep/178931.jpg","masculino","PR","PSB","427","4","3215-5427","dep.lucianoducci@camara.leg.br",""
"184","178933","Titular","SERGIO DE SOUZA","SERGIO SOUZA","http://www.camara.gov.br/internet/deputado/bandep/178933.jpg","masculino","PR","MDB","702","4","3215-5702","dep.sergiosouza@camara.leg.br",""
"185","178934","Titular","ANTONIO WANDSCHEER","TONINHO WANDSCHEER","http://www.camara.gov.br/internet/deputado/bandep/178934.jpg","masculino","PR","PROS","902","4","3215-5902","dep.toninhowandscheer@camara.leg.br",""
"186","178937","Titular","ALTINEU CÔRTES FREITAS COUTINHO","ALTINEU CÔRTES","http://www.camara.gov.br/internet/deputado/bandep/178937.jpg","masculino","RJ","PR","336","4","3215-5336","dep.altineucortes@camara.leg.br",""
"187","178939","Titular","CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA","CLARISSA GAROTINHO","http://www.camara.gov.br/internet/deputado/bandep/178939.jpg","feminino","RJ","PROS","714","4","3215-5714","dep.clarissagarotinho@camara.leg.br",""
"188","178945","Titular","ROSANGELA DE SOUZA GOMES","ROSANGELA GOMES","http://www.camara.gov.br/internet/deputado/bandep/178945.jpg","feminino","RJ","PRB","438","4","3215-5438","dep.rosangelagomes@camara.leg.br",""
"189","178946","Titular","SORAYA ALENCAR DOS SANTOS","SORAYA SANTOS","http://www.camara.gov.br/internet/deputado/bandep/178946.jpg","feminino","RJ","PR","324","4","3215-5324","dep.sorayasantos@camara.leg.br",""
"190","178947","Titular","SOSTENES SILVA CAVALCANTE","SÓSTENES CAVALCANTE","http://www.camara.gov.br/internet/deputado/bandep/178947.jpg","masculino","RJ","DEM","560","4","3215-5560","dep.sostenescavalcante@camara.leg.br",""
"191","178951","Titular","RAFAEL HUETE DA MOTTA","RAFAEL MOTTA","http://www.camara.gov.br/internet/deputado/bandep/178951.jpg","masculino","RN","PSB","626","4","3215-5626","dep.rafaelmotta@camara.leg.br",""
"192","178952","Titular","WALTER PEREIRA ALVES","WALTER ALVES","http://www.camara.gov.br/internet/deputado/bandep/178952.jpg","masculino","RN","MDB","435","4","3215-5435","dep.walteralves@camara.leg.br",""
"193","178953","Titular","EXPEDITO GONCALVES FERREIRA NETTO","EXPEDITO NETTO","http://www.camara.gov.br/internet/deputado/bandep/178953.jpg","masculino","RO","PSD","943","4","3215-5943","dep.expeditonetto@camara.leg.br",""
"194","178954","Titular","LUCIO ANTONIO MOSQUINI","LUCIO MOSQUINI","http://www.camara.gov.br/internet/deputado/bandep/178954.jpg","masculino","RO","MDB","918","4","3215-5918","dep.luciomosquini@camara.leg.br",""
"195","178956","Titular","MARIANA FONSECA RIBEIRO CARVALHO DE MORAES","MARIANA CARVALHO","http://www.camara.gov.br/internet/deputado/bandep/178956.jpg","feminino","RO","PSDB","508","4","3215-5508","dep.marianacarvalho@camara.leg.br",""
"196","178959","Titular","HIRAN MANUEL GONCALVES DA SILVA","HIRAN GONÇALVES","http://www.camara.gov.br/internet/deputado/bandep/178959.jpg","masculino","RR","PP","478","3","3215-5478","dep.hirangoncalves@camara.leg.br",""
"197","178961","Titular","SHÉRIDAN ESTÉRFANY OLIVEIRA","SHÉRIDAN","http://www.camara.gov.br/internet/deputado/bandep/178961.jpg","feminino","RR","PSDB","246","4","3215-5246","dep.sheridan@camara.leg.br",""
"198","178962","Titular","ANTONIO CARLOS GOMES DA SILVA","CARLOS GOMES","http://www.camara.gov.br/internet/deputado/bandep/178962.jpg","masculino","RS","PRB","285","3","3215-5285","dep.carlosgomes@camara.leg.br",""
"199","178964","Titular","HEITOR JOSE SCHUCH","HEITOR SCHUCH","http://www.camara.gov.br/internet/deputado/bandep/178964.jpg","masculino","RS","PSB","277","3","3215-5277","dep.heitorschuch@camara.leg.br",""
"200","178966","Titular","GEOVANIA DE SA RODRIGUES","GEOVANIA DE SÁ","http://www.camara.gov.br/internet/deputado/bandep/178966.jpg","feminino","SC","PSDB","606","4","3215-5606","dep.geovaniadesa@camara.leg.br",""
"201","178969","Titular","FABIO CRUZ MITIDIERI","FÁBIO MITIDIERI","http://www.camara.gov.br/internet/deputado/bandep/178969.jpg","masculino","SE","PSD","278","3","3215-5278","dep.fabiomitidieri@camara.leg.br",""
"202","178970","Titular","JOAO SOMARIVA DANIEL","JOÃO DANIEL","http://www.camara.gov.br/internet/deputado/bandep/178970.jpg","masculino","SE","PT","605","4","3215-5605","dep.joaodaniel@camara.leg.br",""
"203","178972","Titular","ALEX SPINELLI MANENTE","ALEX MANENTE","http://www.camara.gov.br/internet/deputado/bandep/178972.jpg","masculino","SP","PPS","205","4","3215-5205","dep.alexmanente@camara.leg.br",""
"204","178975","Titular","LUIZ FELIPE BALEIA TENUTO ROSSI","BALEIA ROSSI","http://www.camara.gov.br/internet/deputado/bandep/178975.jpg","masculino","SP","MDB","829","4","3215-5829","dep.baleiarossi@camara.leg.br",""
"205","92346","Titular","EDUARDO NANTES BOLSONARO","EDUARDO BOLSONARO","http://www.camara.gov.br/internet/deputado/bandep/92346.jpg","masculino","SP","PSL","350","4","3215-5350","dep.eduardobolsonaro@camara.leg.br",""
"206","178977","Titular","EDUARDO PEDROSA CURY","EDUARDO CURY","http://www.camara.gov.br/internet/deputado/bandep/178977.jpg","masculino","SP","PSDB","368","3","3215-5368","dep.eduardocury@camara.leg.br",""
"207","66828","Titular","FAUSTO RUY PINATO","FAUSTO PINATO","http://www.camara.gov.br/internet/deputado/bandep/66828.jpg","masculino","SP","PP","562","4","3215-5562","dep.faustopinato@camara.leg.br",""
"208","178981","Titular","HERCULANO CASTILHO PASSOS JUNIOR","HERCULANO PASSOS","http://www.camara.gov.br/internet/deputado/bandep/178981.jpg","masculino","SP","MDB","926","4","3215-5926","dep.herculanopassos@camara.leg.br",""
"209","178983","Titular","MARCIO LUIZ ALVINO DE SOUZA","MARCIO ALVINO","http://www.camara.gov.br/internet/deputado/bandep/178983.jpg","masculino","SP","PR","331","4","3215-5331","dep.marcioalvino@camara.leg.br",""
"210","178985","Titular","MIGUEL LOMBARDI","MIGUEL LOMBARDI","http://www.camara.gov.br/internet/deputado/bandep/178985.jpg","masculino","SP","PR","835","4","3215-5835","dep.miguellombardi@camara.leg.br",""
"211","178986","Titular","NILTO IGNACIO TATTO","NILTO TATTO","http://www.camara.gov.br/internet/deputado/bandep/178986.jpg","masculino","SP","PT","502","4","3215-5502","dep.niltotatto@camara.leg.br",""
"212","178987","Titular","ORLANDO SILVA DE JESUS JUNIOR","ORLANDO SILVA","http://www.camara.gov.br/internet/deputado/bandep/178987.jpg","masculino","SP","PCdoB","923","4","3215-5923","dep.orlandosilva@camara.leg.br",""
"213","178989","Titular","RENATA HELLMEISTER DE ABREU","RENATA ABREU","http://www.camara.gov.br/internet/deputado/bandep/178989.jpg","feminino","SP","PODE","717","4","3215-5717","dep.renataabreu@camara.leg.br",""
"214","178990","Titular","SAMUEL MOREIRA DA SILVA JUNIOR","SAMUEL MOREIRA","http://www.camara.gov.br/internet/deputado/bandep/178990.jpg","masculino","SP","PSDB","921","4","3215-5921","dep.samuelmoreira@camara.leg.br",""
"215","178992","Titular","VITOR LIPPI","VITOR LIPPI","http://www.camara.gov.br/internet/deputado/bandep/178992.jpg","masculino","SP","PSDB","823","4","3215-5823","dep.vitorlippi@camara.leg.br",""
"216","178993","Titular","CARLOS HENRIQUE AMORIM","CARLOS HENRIQUE GAGUIM","http://www.camara.gov.br/internet/deputado/bandep/178993.jpg","masculino","TO","DEM","214","4","3215-5214","dep.carloshenriquegaguim@camara.leg.br",""
"217","178994","Titular","DULCE FERREIRA PAGANI MIRANDA","DULCE MIRANDA","http://www.camara.gov.br/internet/deputado/bandep/178994.jpg","feminino","TO","MDB","530","4","3215-5530","dep.dulcemiranda@camara.leg.br",""
"218","137070","Titular","VICENTE ALVES DE OLIVEIRA JUNIOR","VICENTINHO JÚNIOR","http://www.camara.gov.br/internet/deputado/bandep/137070.jpg","masculino","TO","PR","204","4","3215-5204","dep.vicentinhojunior@camara.leg.br",""
"219","178996","Titular","GIOVANI BATISTA FELTES","GIOVANI FELTES","http://www.camara.gov.br/internet/deputado/bandep/178996.jpg","masculino","RS","MDB","376","3","3215-5376","dep.giovanifeltes@camara.leg.br",""
"220","178997","Titular","MOSES HAENDEL MELO RODRIGUES","MOSES RODRIGUES","http://www.camara.gov.br/internet/deputado/bandep/178997.jpg","masculino","CE","MDB","809","4","3215-5809","dep.mosesrodrigues@camara.leg.br",""
"221","146788","Titular","MARCELO GUILHERME DE ARO FERREIRA","MARCELO ARO","http://www.camara.gov.br/internet/deputado/bandep/146788.jpg","masculino","MG","PHS","821","4","3215-5821","dep.marceloaro@camara.leg.br",""
"222","179001","Titular","MARCIO DELLA VALLE BIOLCHI","MÁRCIO BIOLCHI","http://www.camara.gov.br/internet/deputado/bandep/179001.jpg","masculino","RS","MDB","843","4","3215-5843","dep.marciobiolchi@camara.leg.br",""
"223","204434","Titular","VANDA DENIR MILANI NOGUEIRA","DRA. VANDA MILANI","http://www.camara.gov.br/internet/deputado/bandep/204434.jpg","feminino","AC","SOLIDARIEDADE","516","4","3215-5516","dep.dra.vandamilani@camara.leg.br",""
"224","194260","Titular","NIVALDO FERREIRA DE ALBUQUERQUE NETO","NIVALDO ALBUQUERQUE","http://www.camara.gov.br/internet/deputado/bandep/194260.jpg","masculino","AL","PTB","425","4","3215-5425","dep.nivaldoalbuquerque@camara.leg.br",""
"225","195866","Titular","FRANCISCO VAIDON OLIVEIRA","VAIDON OLIVEIRA","http://www.camara.gov.br/internet/deputado/bandep/195866.jpg","masculino","CE","PROS","545","4","3215-5545","dep.vaidonoliveira@camara.leg.br",""
"226","204481","Titular","JAZIEL PEREIRA DE SOUSA","DR. JAZIEL","http://www.camara.gov.br/internet/deputado/bandep/204481.jpg","masculino","CE","PR","705","4","3215-5705","dep.dr.jaziel@camara.leg.br",""
"227","66179","Titular","NORMA AYUB ALVES","NORMA AYUB","http://www.camara.gov.br/internet/deputado/bandep/66179.jpg","feminino","ES","DEM","732","4","3215-5732","dep.normaayub@camara.leg.br",""
"228","204386","Titular","JOSE MARIO SCHREINER","JOSE MARIO SCHREINER","http://www.camara.gov.br/internet/deputado/bandep/204386.jpg","masculino","GO","DEM","567","3","3215-5567","dep.josemarioschreiner@camara.leg.br",""
"229","204351","Titular","LUIZ ALBERTO OVANDO","DR. LUIZ OVANDO","http://www.camara.gov.br/internet/deputado/bandep/204351.jpg","masculino","MS","PSL","644","4","3215-5644","dep.dr.luizovando@camara.leg.br",""
"230","204482","Titular","EUCLYDES MARCOS PETTERSEN NETO","EUCLYDES PETTERSEN","http://www.camara.gov.br/internet/deputado/bandep/204482.jpg","masculino","MG","PSC","456","4","3215-5456","dep.euclydespettersen@camara.leg.br",""
"231","204483","Titular","VILSON LUIZ DA SILVA","VILSON DA FETAEMG","http://www.camara.gov.br/internet/deputado/bandep/204483.jpg","masculino","MG","PSB","648","4","3215-5648","dep.vilsondafetaemg@camara.leg.br",""
"232","193726","Titular","PAULO EDUARDO LIMA MARTINS","PAULO EDUARDO MARTINS","http://www.camara.gov.br/internet/deputado/bandep/193726.jpg","masculino","PR","PSC","233","4","3215-5233","dep.pauloeduardomartins@camara.leg.br",""
"233","204387","Titular","GILSON CARDOSO FAHUR","SARGENTO FAHUR","http://www.camara.gov.br/internet/deputado/bandep/204387.jpg","masculino","PR","PSD","858","4","3215-5858","dep.sargentofahur@camara.leg.br",""
"234","92699","Titular","FERNANDO MONTEIRO DE ALBUQUERQUE","FERNANDO MONTEIRO","http://www.camara.gov.br/internet/deputado/bandep/92699.jpg","masculino","PE","PP","243","4","3215-5243","dep.fernandomonteiro@camara.leg.br",""
"235","191923","Titular","FLÁVIO RODRIGUES NOGUEIRA","FLAVIO NOGUEIRA","http://www.camara.gov.br/internet/deputado/bandep/191923.jpg","masculino","PI","PDT","811","4","3215-5811","dep.flavionogueira@camara.leg.br",""
"236","196358","Titular","LOURIVAL GOMES DE ALMEIDA","LOURIVAL GOMES","http://www.camara.gov.br/internet/deputado/bandep/196358.jpg","masculino","RJ","PSL","636","4","3215-5636","dep.lourivalgomes@camara.leg.br",""
"237","204388","Titular","ALCIBIO MESQUITA BIBO NUNES","BIBO NUNES","http://www.camara.gov.br/internet/deputado/bandep/204388.jpg","masculino","RS","PSL","518","4","3215-5518","dep.bibonunes@camara.leg.br",""
"238","204484","Titular","ROBERTO SEBASTIÃO PETERNELLI JUNIOR","GENERAL PETERNELLI","http://www.camara.gov.br/internet/deputado/bandep/204484.jpg","masculino","SP","PSL","570","3","3215-5570","dep.generalpeternelli@camara.leg.br",""
"239","204485","Titular","LUIZ CARLOS MOTTA","LUIZ CARLOS MOTTA","http://www.camara.gov.br/internet/deputado/bandep/204485.jpg","masculino","SP","PR","415","4","3215-5415","dep.luizcarlosmotta@camara.leg.br",""
"240","204435","Titular","JESUS SERGIO DE MENEZES","JESUS SÉRGIO","http://www.camara.gov.br/internet/deputado/bandep/204435.jpg","masculino","AC","PDT","941","4","3215-5941","dep.jesussergio@camara.leg.br",""
"241","204436","Titular","ISNALDO BULHOES BARROS JUNIOR","ISNALDO BULHÕES JR.","http://www.camara.gov.br/internet/deputado/bandep/204436.jpg","masculino","AL","MDB","460","4","3215-5460","dep.isnaldobulhoesjr@camara.leg.br",""
